"","Variable","Nivel","Valor","Departamento"
"1","Genero","Masculino",0.0222857280629992,"Region Norte 3"
"2","Edad","(18,26]",-0.00278297483016524,"Region Norte 3"
"3","Parentesco","Otros No parientes",0.000245928745232059,"Region Norte 3"
"4","Estado.civil","Soltero",0.0294303280599852,"Region Norte 3"
"5","Nivel.educativo.alcanzado","Media (10o -13o)",0.0150146756945877,"Region Norte 3"
"6","Empleo.antes","No",-0.0290961591386307,"Region Norte 3"
"7","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.0145027058005792,"Region Norte 3"
"8","tiempo.en.colombia","Menos de 1 año",-0.0342797274975004,"Region Norte 3"
"9","Horas.disponibles","(48,130]",-0.0323342996184137,"Region Norte 3"
"10","Genero","Masculino",0.0192136628324128,"Region Norte 3"
"11","Edad","(26,59]",0.0163591727607509,"Region Norte 3"
"12","Parentesco","Jefe de hogar",0.0273435672385091,"Region Norte 3"
"13","Estado.civil","Casado y/o union libre",0.0027988000652801,"Region Norte 3"
"14","Nivel.educativo.alcanzado","Media (10o -13o)",0.00911684328652839,"Region Norte 3"
"15","Empleo.antes","Si",0.0437483615788081,"Region Norte 3"
"16","Rama.actividad","Comercio al por mayor y al por menor",0.0201783010165413,"Region Norte 3"
"17","tiempo.en.colombia","Entre 1 y 5 años",0.0201190078286158,"Region Norte 3"
"18","Horas.disponibles","(48,130]",-0.0350590294628731,"Region Norte 3"
"19","Genero","Masculino",0.025021705632321,"Region Norte 3"
"20","Edad","(26,59]",0.0139839975847501,"Region Norte 3"
"21","Parentesco","Jefe de hogar",0.019931185560932,"Region Norte 3"
"22","Estado.civil","Casado y/o union libre",0.00191244715744401,"Region Norte 3"
"23","Nivel.educativo.alcanzado","Superior o universitaria",0.0189314964838599,"Region Norte 3"
"24","Empleo.antes","Si",0.0384136073788838,"Region Norte 3"
"25","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.0219166429642156,"Region Norte 3"
"26","tiempo.en.colombia","Entre 1 y 5 años",0.0281630500661605,"Region Norte 3"
"27","Horas.disponibles","(48,130]",-0.0383200558113314,"Region Norte 3"
"28","Genero","Masculino",0.0210588627809648,"Region Norte 3"
"29","Edad","(18,26]",-0.00237586090534864,"Region Norte 3"
"30","Parentesco","Otros parientes",0.00979924784203657,"Region Norte 3"
"31","Estado.civil","Casado y/o union libre",0.0037637050289804,"Region Norte 3"
"32","Nivel.educativo.alcanzado","Superior o universitaria",0.0160244884290616,"Region Norte 3"
"33","Empleo.antes","Si",0.0315084808034073,"Region Norte 3"
"34","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.0170539280075244,"Region Norte 3"
"35","tiempo.en.colombia","Entre 1 y 5 años",0.0283543338204585,"Region Norte 3"
"36","Horas.disponibles","(48,130]",-0.0372685042864346,"Region Norte 3"
"37","Genero","Femenino",-0.0204519517743638,"Region Norte 3"
"38","Edad","(18,26]",0.00315629739144514,"Region Norte 3"
"39","Parentesco","Otros No parientes",0.00399030693156,"Region Norte 3"
"40","Estado.civil","Casado y/o union libre",-0.00608008642680804,"Region Norte 3"
"41","Nivel.educativo.alcanzado","Superior o universitaria",0.0210118540451197,"Region Norte 3"
"42","Empleo.antes","Si",0.0326305994424804,"Region Norte 3"
"43","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.0220285785350621,"Region Norte 3"
"44","tiempo.en.colombia","Entre 1 y 5 años",0.0207183343669594,"Region Norte 3"
"45","Horas.disponibles","(48,130]",-0.0354115391928752,"Region Norte 3"
"46","Genero","Masculino",0.0190372447372068,"Region Norte 3"
"47","Edad","(26,59]",0.0135658828200427,"Region Norte 3"
"48","Parentesco","Nucleo familiar",-0.0280301288787519,"Region Norte 3"
"49","Estado.civil","Casado y/o union libre",0.000132123187746995,"Region Norte 3"
"50","Nivel.educativo.alcanzado","Media (10o -13o)",0.00692302822098585,"Region Norte 3"
"51","Empleo.antes","Si",0.0361914366400987,"Region Norte 3"
"52","Rama.actividad","Actividades culturales y deportivas",0.0986720503297797,"Region Norte 3"
"53","tiempo.en.colombia","Menos de 1 año",-0.0309130568027312,"Region Norte 3"
"54","Horas.disponibles","(0,39]",-0.0334570150185289,"Region Norte 3"
"55","Genero","Femenino",-0.0202303862033264,"Region Norte 3"
"56","Edad","(26,59]",0.0100606004538385,"Region Norte 3"
"57","Parentesco","Nucleo familiar",-0.0246498742556916,"Region Norte 3"
"58","Estado.civil","Casado y/o union libre",-0.0033097587991515,"Region Norte 3"
"59","Nivel.educativo.alcanzado","Básica secundaria",-0.0148257467077444,"Region Norte 3"
