"","Variable","Nivel","Valor","Departamento"
"1","Genero","Femenino",-0.0353756978839665,"Region Norte 2"
"2","Edad","(18,26]",-0.00226714267581833,"Region Norte 2"
"3","Parentesco","Jefe de hogar",0.0103200041124084,"Region Norte 2"
"4","Estado.civil","Separado y/o viudo",-0.0142222787468276,"Region Norte 2"
"5","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00935049848605954,"Region Norte 2"
"6","Empleo.antes","Si",-0.00119781352642794,"Region Norte 2"
"7","Rama.actividad","Otras actividades de servicios",-0.0335610633226188,"Region Norte 2"
"8","tiempo.en.colombia","Menos de 1 año",-0.0426346100358683,"Region Norte 2"
"9","Horas.disponibles","(39,48]",0.0348238301047861,"Region Norte 2"
"10","Genero","Masculino",0.0303779589188389,"Region Norte 2"
"11","Edad","(26,59]",0.0165321648504633,"Region Norte 2"
"12","Parentesco","Otros parientes",0.00100490603682346,"Region Norte 2"
"13","Estado.civil","Casado y/o union libre",0.000941011262454056,"Region Norte 2"
"14","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00608471078547418,"Region Norte 2"
"15","Empleo.antes","No",-0.00708378625115064,"Region Norte 2"
"16","Rama.actividad","Construcción",-0.014769769660078,"Region Norte 2"
"17","tiempo.en.colombia","Entre 1 y 5 años",0.030694428258212,"Region Norte 2"
"18","Horas.disponibles","(39,48]",0.0412088827520179,"Region Norte 2"
"19","Genero","Masculino",0.041952561562173,"Region Norte 2"
"20","Edad","(26,59]",0.0131585139359353,"Region Norte 2"
"21","Parentesco","Jefe de hogar",0.0073756214132207,"Region Norte 2"
"22","Estado.civil","Casado y/o union libre",0.000807587420048797,"Region Norte 2"
"23","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00988965704218037,"Region Norte 2"
"24","Empleo.antes","Si",0.00296165680727804,"Region Norte 2"
"25","Rama.actividad","Construcción",-0.0170111265952005,"Region Norte 2"
"26","tiempo.en.colombia","Entre 1 y 5 años",0.0295761807512937,"Region Norte 2"
"27","Horas.disponibles","(39,48]",0.0434054079151838,"Region Norte 2"
"28","Genero","Femenino",-0.0377243028982982,"Region Norte 2"
"29","Edad","(26,59]",0.0142206105154819,"Region Norte 2"
"30","Parentesco","Otros parientes",0.00496642386444618,"Region Norte 2"
"31","Estado.civil","Separado y/o viudo",-0.0152123103415462,"Region Norte 2"
"32","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00363744486541732,"Region Norte 2"
"33","Empleo.antes","Si",0.00414291298651326,"Region Norte 2"
"34","Rama.actividad","Elaboración de productos alimenticios",0.0213086606162871,"Region Norte 2"
"35","tiempo.en.colombia","Entre 1 y 5 años",0.0314206166953088,"Region Norte 2"
"36","Horas.disponibles","(48,130]",-0.0288017734062734,"Region Norte 2"
"37","Genero","Femenino",-0.0355101421341364,"Region Norte 2"
"38","Edad","(26,59]",0.0132506778195068,"Region Norte 2"
"39","Parentesco","Otros parientes",-0.00447715236967253,"Region Norte 2"
"40","Estado.civil","Soltero",0.0140440494562678,"Region Norte 2"
"41","Nivel.educativo.alcanzado","Básica secundaria",-0.0316807821367383,"Region Norte 2"
"42","Empleo.antes","Si",0.00112529021748611,"Region Norte 2"
"43","Rama.actividad","Hoteles, restaurantes, bares y similares",0.0331369559051838,"Region Norte 2"
"44","tiempo.en.colombia","Menos de 1 año",-0.037434627657044,"Region Norte 2"
"45","Horas.disponibles","(39,48]",0.0346197945852016,"Region Norte 2"
"46","Genero","Masculino",0.0332566582922662,"Region Norte 2"
"47","Edad","(26,59]",0.020912655534113,"Region Norte 2"
"48","Parentesco","Jefe de hogar",0.0072025766127414,"Region Norte 2"
"49","Estado.civil","Casado y/o union libre",0.00628638137473026,"Region Norte 2"
"50","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00441905591391195,"Region Norte 2"
"51","Empleo.antes","Si",0.0124125647288801,"Region Norte 2"
"52","Rama.actividad","Hoteles, restaurantes, bares y similares",0.0334471583082758,"Region Norte 2"
"53","tiempo.en.colombia","Entre 1 y 5 años",0.0364097331095692,"Region Norte 2"
"54","Horas.disponibles","(39,48]",0.0409981117928424,"Region Norte 2"
"55","Genero","Masculino",0.0334331530813085,"Region Norte 2"
"56","Edad","(18,26]",-0.01179727587822,"Region Norte 2"
"57","Parentesco","Jefe de hogar",0.0114593495462122,"Region Norte 2"
"58","Estado.civil","Casado y/o union libre",0.000999005574197169,"Region Norte 2"
"59","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00827723626551082,"Region Norte 2"
"60","Empleo.antes","Si",0.00689151874761334,"Region Norte 2"
"61","Rama.actividad","Otras actividades de servicios",-0.044076047020375,"Region Norte 2"
"62","tiempo.en.colombia","Entre 1 y 5 años",0.026844512894797,"Region Norte 2"
"63","Horas.disponibles","(48,130]",-0.0358445466122764,"Region Norte 2"
"64","Genero","Masculino",0.0385886680243382,"Region Norte 2"
"65","Edad","(26,59]",0.0150023789571102,"Region Norte 2"
"66","Parentesco","Nucleo familiar",-0.0126357027981039,"Region Norte 2"
"67","Estado.civil","Casado y/o union libre",0.00564897981104891,"Region Norte 2"
"68","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00826908906311117,"Region Norte 2"
"69","Empleo.antes","Si",0.00098350524115473,"Region Norte 2"
"70","Rama.actividad","Comercio al por mayor y al por menor",-0.00771788617658476,"Region Norte 2"
"71","tiempo.en.colombia","Entre 1 y 5 años",0.0299008793724581,"Region Norte 2"
"72","Horas.disponibles","(48,130]",-0.036180570606149,"Region Norte 2"
"73","Genero","Femenino",-0.0360209327128776,"Region Norte 2"
"74","Edad","(26,59]",0.0114542848644746,"Region Norte 2"
"75","Parentesco","Otros parientes",-0.00102484158893274,"Region Norte 2"
"76","Estado.civil","Separado y/o viudo",-0.0178763302249308,"Region Norte 2"
"77","Nivel.educativo.alcanzado","Básica primaria",-0.0208343937452606,"Region Norte 2"
"78","Empleo.antes","Si",-0.00220736889774958,"Region Norte 2"
"79","Rama.actividad","Hoteles, restaurantes, bares y similares",0.0388359623444659,"Region Norte 2"
"80","tiempo.en.colombia","Menos de 1 año",-0.0386910088737251,"Region Norte 2"
"81","Horas.disponibles","(39,48]",0.0346692811826477,"Region Norte 2"
"82","Genero","Masculino",0.0337429973204431,"Region Norte 2"
"83","Edad","(26,59]",0.0143249733561022,"Region Norte 2"
"84","Parentesco","Otros parientes",-0.000254381169189821,"Region Norte 2"
"85","Estado.civil","Casado y/o union libre",0.00485714272705293,"Region Norte 2"
"86","Nivel.educativo.alcanzado","Media (10o -13o)",-0.00737931785508424,"Region Norte 2"
"87","Empleo.antes","Si",0.00173323943264213,"Region Norte 2"
"88","Rama.actividad","Comercio al por mayor y al por menor",-0.00665971902934297,"Region Norte 2"
"89","tiempo.en.colombia","Menos de 1 año",-0.0401383407799219,"Region Norte 2"
"90","Horas.disponibles","(39,48]",0.0399424963415589,"Region Norte 2"
"91","Genero","Femenino",-0.0384329543439685,"Region Norte 2"
"92","Edad","(26,59]",0.0150500679290802,"Region Norte 2"
"93","Parentesco","Nucleo familiar",-0.0108715045767895,"Region Norte 2"
"94","Estado.civil","Casado y/o union libre",0.000589277200906078,"Region Norte 2"
