"","Variable","Nivel","Valor","Departamento"
"1","Genero","Masculino",0.0154291433957351,"Region Cafetera 1"
"2","Edad","(26,59]",0.000755561950886679,"Region Cafetera 1"
"3","Parentesco","Jefe de hogar",0.00277713605295006,"Region Cafetera 1"
"4","Estado.civil","Casado y/o union libre",-0.000935480707322146,"Region Cafetera 1"
"5","Nivel.educativo.alcanzado","Superior o universitaria",0.0171819058747915,"Region Cafetera 1"
"6","Empleo.antes","Si",-0.00360774542983438,"Region Cafetera 1"
"7","Rama.actividad","Comercio al por mayor y al por menor",-0.00864152604906751,"Region Cafetera 1"
"8","tiempo.en.colombia","Entre 1 y 5 años",0.0106654929280892,"Region Cafetera 1"
"9","Horas.disponibles","(48,130]",-0.00015147880961611,"Region Cafetera 1"
"10","Genero","Masculino",0.0174592871412208,"Region Cafetera 1"
"11","Edad","(59,100]",-0.0332180162713677,"Region Cafetera 1"
"12","Parentesco","Jefe de hogar",0.00347200661456918,"Region Cafetera 1"
"13","Estado.civil","Separado y/o viudo",-0.0141361852398666,"Region Cafetera 1"
"14","Nivel.educativo.alcanzado","Básica secundaria",-0.00680375827931865,"Region Cafetera 1"
"15","Empleo.antes","Si",-0.0085942166038799,"Region Cafetera 1"
"16","Rama.actividad","Fabricación de muebles / industrias manufactureras",-0.0143848818521435,"Region Cafetera 1"
"17","tiempo.en.colombia","Menos de 1 año",-0.0183582529792796,"Region Cafetera 1"
"18","Horas.disponibles","(39,48]",0.00101357522407894,"Region Cafetera 1"
"19","Genero","Masculino",0.0174319198067637,"Region Cafetera 1"
"20","Edad","(26,59]",-0.000201638008986497,"Region Cafetera 1"
"21","Parentesco","Jefe de hogar",0.00199987462021727,"Region Cafetera 1"
"22","Estado.civil","Soltero",0.0056568256192692,"Region Cafetera 1"
"23","Nivel.educativo.alcanzado","Media (10o -13o)",-0.010644495866703,"Region Cafetera 1"
"24","Empleo.antes","Si",-0.00992233752589038,"Region Cafetera 1"
"25","Rama.actividad","Comercio al por mayor y al por menor",-0.00988280342789299,"Region Cafetera 1"
