"","Variable","Nivel","Valor","Departamento"
"1","Genero","Masculino",0.0189115498654311,"Region Central 2"
"2","Edad","(18,26]",-0.00688388662286867,"Region Central 2"
"3","Parentesco","Jefe de hogar",0.011305637441371,"Region Central 2"
"4","Estado.civil","Soltero",0.0100866141466393,"Region Central 2"
"5","Nivel.educativo.alcanzado","Media (10o -13o)",-0.0123532481516965,"Region Central 2"
"6","Empleo.antes","Si",0.00375078212897026,"Region Central 2"
"7","Rama.actividad","Alquiler de maquinaria y equipo sin operarios",-0.01216850156393,"Region Central 2"
"8","tiempo.en.colombia","Menos de 1 año",-0.0114431836140448,"Region Central 2"
"9","Horas.disponibles","(39,48]",0.00158126296746563,"Region Central 2"
"10","Genero","Masculino",0.0199219545629911,"Region Central 2"
"11","Edad","(26,59]",0.00740478957886494,"Region Central 2"
"12","Parentesco","Otros No parientes",-0.000853447876780849,"Region Central 2"
"13","Estado.civil","Casado y/o union libre",0.000501618927395704,"Region Central 2"
"14","Nivel.educativo.alcanzado","Media (10o -13o)",-0.0128808027810442,"Region Central 2"
"15","Empleo.antes","Si",0.00265597365683945,"Region Central 2"
"16","Rama.actividad","Comercio al por mayor y al por menor",0.00876965066269422,"Region Central 2"
"17","tiempo.en.colombia","Menos de 1 año",-0.0112741982264101,"Region Central 2"
"18","Horas.disponibles","(39,48]",0.000883434709694598,"Region Central 2"
"19","Genero","Femenino",-0.0196185990705414,"Region Central 2"
"20","Edad","(18,26]",-0.00612211079752031,"Region Central 2"
"21","Parentesco","Nucleo familiar",-0.00253157478958377,"Region Central 2"
"22","Estado.civil","Casado y/o union libre",0.00370505312091295,"Region Central 2"
"23","Nivel.educativo.alcanzado","Básica secundaria",-0.00852426613895319,"Region Central 2"
"24","Empleo.antes","Si",0.00522133443924228,"Region Central 2"
"25","Rama.actividad","Hogares privados con servicio doméstico",-0.0288996458836862,"Region Central 2"
"26","tiempo.en.colombia","Entre 1 y 5 años",0.0105330531971329,"Region Central 2"
"27","Horas.disponibles","(39,48]",-0.000621941685096178,"Region Central 2"
"28","Genero","Femenino",-0.0172865440101906,"Region Central 2"
"29","Edad","(26,59]",0.00742223009482337,"Region Central 2"
"30","Parentesco","Jefe de hogar",0.0104140945209269,"Region Central 2"
"31","Estado.civil","Separado y/o viudo",-0.0209670550638804,"Region Central 2"
"32","Nivel.educativo.alcanzado","Media (10o -13o)",-0.0135996147039224,"Region Central 2"
"33","Empleo.antes","Si",0.0028469402579806,"Region Central 2"
"34","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00402925591534926,"Region Central 2"
"35","tiempo.en.colombia","Entre 1 y 5 años",0.00908328986597638,"Region Central 2"
"36","Horas.disponibles","(48,130]",0.00159008050905086,"Region Central 2"
"37","Genero","Masculino",0.0175036278492964,"Region Central 2"
"38","Edad","(18,26]",-0.00684379929231425,"Region Central 2"
"39","Parentesco","Otros parientes",-0.0151476105441348,"Region Central 2"
